Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collection_date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA_accession,SRA Study,Submitter_Id,title
ERR4775807,WGS,101,241526653,PRJEB37924,SAMEA7501335,133085838,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645643,SAMEA7501335,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501335,ibs_282,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257973,ERP121278,ibs_282,Participant 49 Sample 4
ERR4775808,WGS,101,124417254,PRJEB37924,SAMEA7501336,68562638,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645644,SAMEA7501336,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501336,ibs_283,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257974,ERP121278,ibs_283,Participant 49 Sample 5
ERR4775809,WGS,101,187375705,PRJEB37924,SAMEA7501337,95186159,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645645,SAMEA7501337,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501337,ibs_284,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257975,ERP121278,ibs_284,Participant 49 Sample 6
ERR4775810,WGS,101,188787079,PRJEB37924,SAMEA7501338,103316850,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645646,SAMEA7501338,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501338,ibs_285,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257976,ERP121278,ibs_285,Participant 5 Sample 0
ERR4775811,WGS,101,147350213,PRJEB37924,SAMEA7501339,81827878,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645647,SAMEA7501339,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501339,ibs_286,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257977,ERP121278,ibs_286,Participant 50 Sample 0
ERR4775812,WGS,101,181877265,PRJEB37924,SAMEA7501340,91605410,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645648,SAMEA7501340,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501340,ibs_287,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257978,ERP121278,ibs_287,Participant 50 Sample 1
ERR4775813,WGS,101,160883809,PRJEB37924,SAMEA7501341,86769421,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645649,SAMEA7501341,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501341,ibs_288,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257979,ERP121278,ibs_288,Participant 50 Sample 2
ERR4775814,WGS,101,214303719,PRJEB37924,SAMEA7501342,114375515,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645650,SAMEA7501342,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501342,ibs_289,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257980,ERP121278,ibs_289,Participant 50 Sample 3
ERR4775815,WGS,101,179586787,PRJEB37924,SAMEA7501343,95018962,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645651,SAMEA7501343,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501343,ibs_290,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257981,ERP121278,ibs_290,Participant 50 Sample 4
ERR4775816,WGS,101,179601129,PRJEB37924,SAMEA7501344,91328941,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645652,SAMEA7501344,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501344,ibs_291,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257982,ERP121278,ibs_291,Participant 50 Sample 5
ERR4775817,WGS,101,164299427,PRJEB37924,SAMEA7501345,85944928,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645653,SAMEA7501345,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501345,ibs_292,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257983,ERP121278,ibs_292,Participant 52 Sample 0
ERR4775818,WGS,101,186249656,PRJEB37924,SAMEA7501346,91318620,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645654,SAMEA7501346,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501346,ibs_293,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257984,ERP121278,ibs_293,Participant 52 Sample 1
ERR4775819,WGS,101,159017733,PRJEB37924,SAMEA7501347,81500163,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645655,SAMEA7501347,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501347,ibs_294,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257985,ERP121278,ibs_294,Participant 52 Sample 2
ERR4775820,WGS,101,154800680,PRJEB37924,SAMEA7501348,88441369,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645656,SAMEA7501348,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:24Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501348,ibs_295,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257986,ERP121278,ibs_295,Participant 52 Sample 3
ERR4775821,WGS,101,124638646,PRJEB37924,SAMEA7501349,63862953,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645657,SAMEA7501349,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501349,ibs_296,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257987,ERP121278,ibs_296,Participant 52 Sample 4
ERR4775822,WGS,101,178852113,PRJEB37924,SAMEA7501350,91217860,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645658,SAMEA7501350,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501350,ibs_297,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257988,ERP121278,ibs_297,Participant 52 Sample 5
ERR4775823,WGS,101,152069943,PRJEB37924,SAMEA7501351,83071383,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645659,SAMEA7501351,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501351,ibs_298,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257989,ERP121278,ibs_298,Participant 53 Sample 0
ERR4775824,WGS,101,168017843,PRJEB37924,SAMEA7501352,86768332,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645660,SAMEA7501352,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501352,ibs_299,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257990,ERP121278,ibs_299,Participant 54 Sample 0
ERR4775825,WGS,101,183406910,PRJEB37924,SAMEA7501353,94591507,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645661,SAMEA7501353,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501353,ibs_300,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257991,ERP121278,ibs_300,Participant 54 Sample 1
ERR4775826,WGS,101,161948046,PRJEB37924,SAMEA7501354,83035818,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645662,SAMEA7501354,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501354,ibs_301,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257992,ERP121278,ibs_301,Participant 54 Sample 2
ERR4775827,WGS,101,159413653,PRJEB37924,SAMEA7501355,79359429,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645663,SAMEA7501355,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501355,ibs_302,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257993,ERP121278,ibs_302,Participant 54 Sample 3
ERR4775828,WGS,101,222124250,PRJEB37924,SAMEA7501356,118829346,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645664,SAMEA7501356,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501356,ibs_303,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257994,ERP121278,ibs_303,Participant 54 Sample 4
ERR4775829,WGS,101,61216201,PRJEB37924,SAMEA7501357,34776525,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645665,SAMEA7501357,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501357,ibs_304,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257995,ERP121278,ibs_304,Participant 54 Sample 5
ERR4775830,WGS,101,143518172,PRJEB37924,SAMEA7501358,73428548,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645666,SAMEA7501358,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501358,ibs_305,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257996,ERP121278,ibs_305,Participant 54 Sample 6
ERR4775831,WGS,101,164610002,PRJEB37924,SAMEA7501359,84767357,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645667,SAMEA7501359,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501359,ibs_306,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257997,ERP121278,ibs_306,Participant 55 Sample 0
ERR4775832,WGS,101,161085001,PRJEB37924,SAMEA7501360,84019149,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645668,SAMEA7501360,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501360,ibs_307,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257998,ERP121278,ibs_307,Participant 55 Sample 1
ERR4775833,WGS,101,151830371,PRJEB37924,SAMEA7501361,78125976,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645669,SAMEA7501361,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501361,ibs_308,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5257999,ERP121278,ibs_308,Participant 55 Sample 2
ERR4775834,WGS,101,185402872,PRJEB37924,SAMEA7501362,91133019,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645670,SAMEA7501362,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501362,ibs_309,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5258000,ERP121278,ibs_309,Participant 55 Sample 3
ERR4775835,WGS,101,139023672,PRJEB37924,SAMEA7501363,80156156,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645671,SAMEA7501363,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501363,ibs_310,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5258001,ERP121278,ibs_310,Participant 55 Sample 4
ERR4775836,WGS,126,418038390,PRJEB37924,SAMEA7501364,208903646,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645672,SAMEA7501364,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501364,ibs_311,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5258002,ERP121278,ibs_311,Participant 55 Sample 5
ERR4775837,WGS,101,25529568,PRJEB37924,SAMEA7501365,12787536,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645673,SAMEA7501365,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501365,ibs_312,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5258003,ERP121278,ibs_312,Participant 55 Sample 6
ERR4775838,WGS,101,142273549,PRJEB37924,SAMEA7501366,73063540,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645674,SAMEA7501366,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501366,ibs_313,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5258004,ERP121278,ibs_313,Participant 55 Sample 7
ERR4775839,WGS,101,169469718,PRJEB37924,SAMEA7501367,86644736,MAYO CLINIC,2016,human metagenome,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,2020-10-30,2020-10-29,lower digestive tract,rectum,feces,ERX4645675,SAMEA7501367,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,Mayo Clinic,2020-10-30T04:07:59Z,2020-10-29T18:50:25Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,SAMEA7501367,ibs_314,"Illumina HiSeq\, single-end reads\, 100 bp length",ERS5258005,ERP121278,ibs_314,Participant 56 Sample 0
