Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,label,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ref_biomaterial,ReleaseDate,Sample Name,SRA Study
SRR1687061,AMPLICON,308,20906563,PRJNA268708,SAMN03223869,Metagenome or environmental,11621503,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791914,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.20,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.20,SRP050404
SRR1687062,AMPLICON,309,14828146,PRJNA268708,SAMN03223870,Metagenome or environmental,7981920,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791915,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.21,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.21,SRP050404
SRR1687063,AMPLICON,307,17394827,PRJNA268708,SAMN03223871,Metagenome or environmental,9573326,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791916,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.22,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.22,SRP050404
SRR1687064,AMPLICON,309,20307477,PRJNA268708,SAMN03223872,Metagenome or environmental,11031711,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791917,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.23,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.23,SRP050404
SRR1687065,AMPLICON,309,13383949,PRJNA268708,SAMN03223873,Metagenome or environmental,7255289,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791918,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.24,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.24,SRP050404
SRR1687066,AMPLICON,310,19051697,PRJNA268708,SAMN03223874,Metagenome or environmental,10029872,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791919,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.25,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.25,SRP050404
SRR1687067,AMPLICON,310,19634779,PRJNA268708,SAMN03223875,Metagenome or environmental,10355421,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791920,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.26,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.26,SRP050404
SRR1687068,AMPLICON,310,21981297,PRJNA268708,SAMN03223876,Metagenome or environmental,11815185,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791921,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.27,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.27,SRP050404
SRR1687069,AMPLICON,311,24169474,PRJNA268708,SAMN03223877,Metagenome or environmental,12470566,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791922,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.28,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.28,SRP050404
SRR1687094,AMPLICON,310,20222626,PRJNA268708,SAMN03223878,Metagenome or environmental,10777390,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791952,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.29,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.29,SRP050404
SRR1687095,AMPLICON,311,14379311,PRJNA268708,SAMN03223879,Metagenome or environmental,7276303,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791953,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.30,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.30,SRP050404
SRR1687096,AMPLICON,310,22957684,PRJNA268708,SAMN03223880,Metagenome or environmental,12093297,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX791954,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.31,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.31,SRP050404
SRR1687097,AMPLICON,308,18673436,PRJNA268708,SAMN03223881,Metagenome or environmental,10264823,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792026,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.32,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.32,SRP050404
SRR1687098,AMPLICON,308,20717861,PRJNA268708,SAMN03223882,Metagenome or environmental,11282559,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792028,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.33,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.33,SRP050404
SRR1687100,AMPLICON,309,21629279,PRJNA268708,SAMN03223883,Metagenome or environmental,11543626,VHIR,2010-11-12,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792029,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.34,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.34,SRP050404
SRR1687171,AMPLICON,311,24171708,PRJNA268708,SAMN03223884,Metagenome or environmental,12607885,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792030,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.35,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.35,SRP050404
SRR1687172,AMPLICON,307,21454997,PRJNA268708,SAMN03223885,Metagenome or environmental,12086615,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792031,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.36,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.36,SRP050404
SRR1687173,AMPLICON,308,12604210,PRJNA268708,SAMN03223886,Metagenome or environmental,6837161,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792032,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.37,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.37,SRP050404
SRR1687174,AMPLICON,311,23989684,PRJNA268708,SAMN03223887,Metagenome or environmental,12526671,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792033,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.38,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.38,SRP050404
SRR1687427,AMPLICON,308,17755724,PRJNA268708,SAMN03223889,Metagenome or environmental,9682242,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792283,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.40,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.40,SRP050404
SRR1687430,AMPLICON,310,14168605,PRJNA268708,SAMN03223890,Metagenome or environmental,7584517,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792288,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.41,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.41,SRP050404
SRR1687439,AMPLICON,308,21446356,PRJNA268708,SAMN03223891,Metagenome or environmental,11696189,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792292,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.42,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.42,SRP050404
SRR1687442,AMPLICON,308,10564341,PRJNA268708,SAMN03223892,Metagenome or environmental,5806126,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792301,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.43,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.43,SRP050404
SRR1687444,AMPLICON,309,22009466,PRJNA268708,SAMN03223893,Metagenome or environmental,11865283,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792303,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.44,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.44,SRP050404
SRR1687446,AMPLICON,309,20378011,PRJNA268708,SAMN03223894,Metagenome or environmental,10841424,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792307,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.45,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.45,SRP050404
SRR1687452,AMPLICON,311,26459538,PRJNA268708,SAMN03223895,Metagenome or environmental,13800578,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792320,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.46,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.46,SRP050404
SRR1687456,AMPLICON,309,17182580,PRJNA268708,SAMN03223896,Metagenome or environmental,9207831,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792323,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.47,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.47,SRP050404
SRR1687458,AMPLICON,308,16577302,PRJNA268708,SAMN03223897,Metagenome or environmental,9138487,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792325,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.48,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.48,SRP050404
SRR1687460,AMPLICON,308,21288032,PRJNA268708,SAMN03223898,Metagenome or environmental,11452912,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792326,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.49,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.49,SRP050404
SRR1687461,AMPLICON,308,14985059,PRJNA268708,SAMN03223899,Metagenome or environmental,8119180,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792327,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.50,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.50,SRP050404
SRR1763688,AMPLICON,307,26382876,PRJNA268708,SAMN03224042,Metagenome or environmental,14605068,VHIR,2012-10-24,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX845851,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.117.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.117.2,SRP050404
SRR1763690,AMPLICON,306,23301918,PRJNA268708,SAMN03224044,Metagenome or environmental,13017727,VHIR,2012-10-24,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX845853,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.120.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.120.2,SRP050404
SRR1763691,AMPLICON,307,20099465,PRJNA268708,SAMN03224045,Metagenome or environmental,11082651,VHIR,2012-10-24,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX845854,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.122.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.122.2,SRP050404
SRR1763693,AMPLICON,307,22272270,PRJNA268708,SAMN03224047,Metagenome or environmental,12357527,VHIR,2012-10-24,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX845856,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.125.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.125.2,SRP050404
SRR1763696,AMPLICON,308,20560410,PRJNA268708,SAMN03224050,Metagenome or environmental,11267870,VHIR,2012-10-24,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX845859,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.128.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.128.2,SRP050404
SRR1763697,AMPLICON,307,24401866,PRJNA268708,SAMN03224051,Metagenome or environmental,13632627,VHIR,2012-10-24,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX845860,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.129.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.129.2,SRP050404
SRR1765915,AMPLICON,309,13087358,PRJNA268708,SAMN03224054,Metagenome or environmental,7230305,VHIR,2010-11-17,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847443,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.03,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.03,SRP050404
SRR1765926,AMPLICON,309,19593706,PRJNA268708,SAMN03224059,Metagenome or environmental,10715368,VHIR,2010-11-17,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847454,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.08,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.08,SRP050404
SRR1765930,AMPLICON,310,18193841,PRJNA268708,SAMN03224061,Metagenome or environmental,9833136,VHIR,2010-11-17,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847459,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.10,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.10,SRP050404
SRR1765937,AMPLICON,308,15623898,PRJNA268708,SAMN03224063,Metagenome or environmental,8746729,VHIR,2011-04-14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847466,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.12,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.12,SRP050404
SRR1765941,AMPLICON,309,17366528,PRJNA268708,SAMN03224065,Metagenome or environmental,9679296,VHIR,2011-04-14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847470,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.14,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.14,SRP050404
SRR1765943,AMPLICON,308,19192859,PRJNA268708,SAMN03224067,Metagenome or environmental,10739308,VHIR,2011-04-14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847472,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.16,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.16,SRP050404
SRR1765944,AMPLICON,309,15702500,PRJNA268708,SAMN03224068,Metagenome or environmental,8647797,VHIR,2011-04-14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847473,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.17,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.17,SRP050404
SRR1765985,AMPLICON,309,13191595,PRJNA268708,SAMN03224073,Metagenome or environmental,7274099,VHIR,2011-10-05,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847488,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.22,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.22,SRP050404
SRR1765990,AMPLICON,310,17110429,PRJNA268708,SAMN03224075,Metagenome or environmental,9390490,VHIR,2011-10-05,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847518,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.24,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.24,SRP050404
SRR1765992,AMPLICON,309,15238638,PRJNA268708,SAMN03224076,Metagenome or environmental,8361848,VHIR,2011-10-05,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847520,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.25,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.25,SRP050404
SRR1765995,AMPLICON,309,12998269,PRJNA268708,SAMN03224079,Metagenome or environmental,7157572,VHIR,2011-10-05,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847523,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.28,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.28,SRP050404
SRR1765997,AMPLICON,309,18057661,PRJNA268708,SAMN03224081,Metagenome or environmental,9888743,VHIR,2011-10-05,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847525,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.30,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.30,SRP050404
SRR1766000,AMPLICON,309,17147945,PRJNA268708,SAMN03224084,Metagenome or environmental,9518464,VHIR,2011-10-05,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847528,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.33,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.33,SRP050404
SRR1766003,AMPLICON,310,17089689,PRJNA268708,SAMN03224086,Metagenome or environmental,9323935,VHIR,2011-11-17,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847530,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.35,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.35,SRP050404
SRR1766005,AMPLICON,310,15646214,PRJNA268708,SAMN03224088,Metagenome or environmental,8554871,VHIR,2011-11-17,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847532,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.37,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.37,SRP050404
SRR1766008,AMPLICON,309,18665623,PRJNA268708,SAMN03224091,Metagenome or environmental,10233383,VHIR,2011-11-17,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847535,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.40,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.40,SRP050404
SRR1766010,AMPLICON,309,10491830,PRJNA268708,SAMN03224093,Metagenome or environmental,5815074,VHIR,2013-04-21,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847537,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.41.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.41.2,SRP050404
SRR1766012,AMPLICON,310,15240345,PRJNA268708,SAMN03224095,Metagenome or environmental,8205387,VHIR,2013-04-21,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847539,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.42.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.42.2,SRP050404
SRR1766016,AMPLICON,309,18122195,PRJNA268708,SAMN03224096,Metagenome or environmental,10046400,VHIR,2013-03-19,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847541,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.43,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.43,SRP050404
SRR1766026,AMPLICON,308,18616102,PRJNA268708,SAMN03224097,Metagenome or environmental,10488165,VHIR,2013-04-21,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847551,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.43.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.43.2,SRP050404
SRR1766027,AMPLICON,309,16137192,PRJNA268708,SAMN03224098,Metagenome or environmental,8815003,VHIR,2013-03-19,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847553,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.44,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.44,SRP050404
SRR1766029,AMPLICON,310,20262997,PRJNA268708,SAMN03224099,Metagenome or environmental,10991902,VHIR,2013-04-21,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847554,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.44.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.44.2,SRP050404
SRR1766030,AMPLICON,310,14985704,PRJNA268708,SAMN03224100,Metagenome or environmental,8219353,VHIR,2013-03-19,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847555,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.45,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.45,SRP050404
SRR1766034,AMPLICON,309,18837797,PRJNA268708,SAMN03224101,Metagenome or environmental,10372404,VHIR,2013-04-21,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847559,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.45.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.45.2,SRP050404
SRR1766042,AMPLICON,310,18037009,PRJNA268708,SAMN03224104,Metagenome or environmental,9916740,VHIR,2013-03-19,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847566,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.47,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.47,SRP050404
