Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,sample_name,sequencing_method,SRA_accession,SRA Study,title
ERR1051078,35_IonXpress_006_rawlib_fil,AMPLICON,222,31525917,PRJEB11252,SAMEA3594691,25156368,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_44D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131363,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594691,ERS901840,IonTorrent PGM,ERS901840,ERP012611,35_IonXpress_006_rawlib_fil
ERR1051079,35_IonXpress_007_rawlib_fil,AMPLICON,218,18025559,PRJEB11252,SAMEA3594692,14438403,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_63D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131364,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594692,ERS901841,IonTorrent PGM,ERS901841,ERP012611,35_IonXpress_007_rawlib_fil
ERR1051080,35_IonXpress_008_rawlib_fil,AMPLICON,213,23378089,PRJEB11252,SAMEA3594693,18783495,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_63D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131365,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594693,ERS901842,IonTorrent PGM,ERS901842,ERP012611,35_IonXpress_008_rawlib_fil
ERR1051081,35_IonXpress_009_rawlib_fil,AMPLICON,209,21046751,PRJEB11252,SAMEA3594694,16714803,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_111M:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131366,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594694,ERS901843,IonTorrent PGM,ERS901843,ERP012611,35_IonXpress_009_rawlib_fil
ERR1051082,35_IonXpress_010_rawlib_fil,AMPLICON,215,22107572,PRJEB11252,SAMEA3594695,17734545,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_111M:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131367,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594695,ERS901844,IonTorrent PGM,ERS901844,ERP012611,35_IonXpress_010_rawlib_fil
ERR1051083,35_IonXpress_011_rawlib_fil,AMPLICON,219,21925014,PRJEB11252,SAMEA3594696,17612143,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_39D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131368,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:09Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594696,ERS901845,IonTorrent PGM,ERS901845,ERP012611,35_IonXpress_011_rawlib_fil
ERR1051084,35_IonXpress_012_rawlib_fil,AMPLICON,215,18245283,PRJEB11252,SAMEA3594697,14583534,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_39D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131369,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594697,ERS901846,IonTorrent PGM,ERS901846,ERP012611,35_IonXpress_012_rawlib_fil
ERR1051085,35_IonXpress_013_rawlib_fil,AMPLICON,218,29037467,PRJEB11252,SAMEA3594698,23234315,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_39D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131370,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594698,ERS901847,IonTorrent PGM,ERS901847,ERP012611,35_IonXpress_013_rawlib_fil
ERR1051086,35_IonXpress_014_rawlib_fil,AMPLICON,215,13009001,PRJEB11252,SAMEA3594699,10410066,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_39D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131371,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594699,ERS901848,IonTorrent PGM,ERS901848,ERP012611,35_IonXpress_014_rawlib_fil
ERR1051087,35_IonXpress_015_rawlib_fil,AMPLICON,219,23563595,PRJEB11252,SAMEA3594700,18922677,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_39D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131372,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594700,ERS901849,IonTorrent PGM,ERS901849,ERP012611,35_IonXpress_015_rawlib_fil
ERR1051088,35_IonXpress_016_rawlib_fil,AMPLICON,213,20235643,PRJEB11252,SAMEA3594701,16240671,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_39D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131373,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594701,ERS901850,IonTorrent PGM,ERS901850,ERP012611,35_IonXpress_016_rawlib_fil
ERR1051089,35_IonXpress_017_rawlib_fil,AMPLICON,223,24367903,PRJEB11252,SAMEA3594702,19544358,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_39D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131374,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594702,ERS901851,IonTorrent PGM,ERS901851,ERP012611,35_IonXpress_017_rawlib_fil
ERR1051090,35_IonXpress_018_rawlib_fil,AMPLICON,217,22689963,PRJEB11252,SAMEA3594703,18435385,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_39D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131375,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594703,ERS901852,IonTorrent PGM,ERS901852,ERP012611,35_IonXpress_018_rawlib_fil
ERR1051091,35_IonXpress_019_rawlib_fil,AMPLICON,222,22835983,PRJEB11252,SAMEA3594704,18298323,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_74C:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131376,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594704,ERS901853,IonTorrent PGM,ERS901853,ERP012611,35_IonXpress_019_rawlib_fil
ERR1051092,35_IonXpress_020_rawlib_fil,AMPLICON,225,23315643,PRJEB11252,SAMEA3594705,18723207,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_74C:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131377,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594705,ERS901854,IonTorrent PGM,ERS901854,ERP012611,35_IonXpress_020_rawlib_fil
ERR1051093,35_IonXpress_021_rawlib_fil,AMPLICON,216,14757051,PRJEB11252,SAMEA3594706,11889291,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_100D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131378,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594706,ERS901855,IonTorrent PGM,ERS901855,ERP012611,35_IonXpress_021_rawlib_fil
ERR1051094,35_IonXpress_022_rawlib_fil,AMPLICON,218,19958574,PRJEB11252,SAMEA3594707,15985119,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_100D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131379,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594707,ERS901856,IonTorrent PGM,ERS901856,ERP012611,35_IonXpress_022_rawlib_fil
ERR1051095,35_IonXpress_023_rawlib_fil,AMPLICON,222,24386892,PRJEB11252,SAMEA3594708,19628750,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_101C:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131380,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594708,ERS901857,IonTorrent PGM,ERS901857,ERP012611,35_IonXpress_023_rawlib_fil
ERR1051096,35_IonXpress_024_rawlib_fil,AMPLICON,226,24465037,PRJEB11252,SAMEA3594709,19668121,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_101C:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131381,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594709,ERS901858,IonTorrent PGM,ERS901858,ERP012611,35_IonXpress_024_rawlib_fil
ERR1051097,35_IonXpress_025_rawlib_fil,AMPLICON,221,22052597,PRJEB11252,SAMEA3594710,17678287,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_107D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131382,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594710,ERS901859,IonTorrent PGM,ERS901859,ERP012611,35_IonXpress_025_rawlib_fil
ERR1051098,35_IonXpress_026_rawlib_fil,AMPLICON,225,21423114,PRJEB11252,SAMEA3594711,17137808,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_107D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131383,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594711,ERS901860,IonTorrent PGM,ERS901860,ERP012611,35_IonXpress_026_rawlib_fil
ERR1051099,35_IonXpress_029_rawlib_fil,AMPLICON,214,21198360,PRJEB11252,SAMEA3594712,17069546,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_109M:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131384,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594712,ERS901861,IonTorrent PGM,ERS901861,ERP012611,35_IonXpress_029_rawlib_fil
ERR1051100,35_IonXpress_030_rawlib_fil,AMPLICON,224,19400149,PRJEB11252,SAMEA3594713,15576991,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_109M:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131385,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:55Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594713,ERS901862,IonTorrent PGM,ERS901862,ERP012611,35_IonXpress_030_rawlib_fil
ERR1051101,35_IonXpress_031_rawlib_fil,AMPLICON,214,27423070,PRJEB11252,SAMEA3594714,21944550,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_110D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131386,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594714,ERS901863,IonTorrent PGM,ERS901863,ERP012611,35_IonXpress_031_rawlib_fil
ERR1051102,35_IonXpress_032_rawlib_fil,AMPLICON,216,27954778,PRJEB11252,SAMEA3594715,22386323,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_110D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131387,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594715,ERS901864,IonTorrent PGM,ERS901864,ERP012611,35_IonXpress_032_rawlib_fil
ERR1051103,36_IonXpress_019_rawlib_fil,AMPLICON,222,15961906,PRJEB11252,SAMEA3594716,12726365,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_54M:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131388,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594716,ERS901865,IonTorrent PGM,ERS901865,ERP012611,36_IonXpress_019_rawlib_fil
ERR1051104,36_IonXpress_020_rawlib_fil,AMPLICON,220,20768857,PRJEB11252,SAMEA3594717,16611873,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_54M:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131389,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594717,ERS901866,IonTorrent PGM,ERS901866,ERP012611,36_IonXpress_020_rawlib_fil
ERR1051105,36_IonXpress_021_rawlib_fil,AMPLICON,223,29192052,PRJEB11252,SAMEA3594718,23224978,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_89M:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131390,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594718,ERS901867,IonTorrent PGM,ERS901867,ERP012611,36_IonXpress_021_rawlib_fil
ERR1051106,36_IonXpress_022_rawlib_fil,AMPLICON,225,9922812,PRJEB11252,SAMEA3594719,7918453,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_89M:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131391,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594719,ERS901868,IonTorrent PGM,ERS901868,ERP012611,36_IonXpress_022_rawlib_fil
ERR1051107,36_IonXpress_023_rawlib_fil,AMPLICON,221,25830747,PRJEB11252,SAMEA3594720,20764216,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_96D:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131392,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594720,ERS901869,IonTorrent PGM,ERS901869,ERP012611,36_IonXpress_023_rawlib_fil
ERR1051108,36_IonXpress_024_rawlib_fil,AMPLICON,226,26444736,PRJEB11252,SAMEA3594721,21143345,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_96D:RIF,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131393,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594721,ERS901870,IonTorrent PGM,ERS901870,ERP012611,36_IonXpress_024_rawlib_fil
ERR1051109,36_IonXpress_025_rawlib_fil,AMPLICON,220,18546351,PRJEB11252,SAMEA3594722,14783814,CENTRUM MEDYCZNE KSZTALCENIA PODYPLOMOWEGO,2012,public,"bam,contigs,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",PATIENT_102M:0,ERC000015,2016-09-01,2018-11-16,anthropogenic terrestrial biome,organ,feces,ERX1131394,Poland,53,21,human-gut,Centrum Medyczne Ksztalcenia Podyplomowego,2016-09-01T17:01:10Z,2016-10-21T09:36:54Z,public,Ion Torrent PGM,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,human gut metagenome,ION_TORRENT,PRJEB11252,2016-09-28T00:00:00Z,SAMEA3594722,ERS901871,IonTorrent PGM,ERS901871,ERP012611,36_IonXpress_025_rawlib_fil
