Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,env_biome,env_feature,env_material,Isolation_source,samp_size,source_material_ID
SRR2924505,AMPLICON,354,3688506,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2201518,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437898,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_19C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924506,AMPLICON,353,4481379,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2605263,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437899,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_19D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924507,AMPLICON,354,3417613,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2043248,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437900,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_11A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924508,AMPLICON,358,2765366,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1710723,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437901,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_1A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924509,AMPLICON,354,4720433,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2866873,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437902,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_1B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924510,AMPLICON,355,5893286,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3643539,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437903,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_1C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924511,AMPLICON,355,4615977,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2765560,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437904,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_1D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924512,AMPLICON,356,6072446,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3743107,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437905,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_20A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924513,AMPLICON,354,4129664,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2535017,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437906,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_20B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924514,AMPLICON,356,5422523,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3120256,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437907,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_20C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924515,AMPLICON,354,6796497,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4114918,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437908,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_20D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924516,AMPLICON,355,3868978,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2393367,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437909,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_2A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924517,AMPLICON,358,42349,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",59981,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437910,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_2B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924518,AMPLICON,354,5754399,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3535974,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437911,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_11B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924519,AMPLICON,355,4719943,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2802651,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437912,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_2C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924520,AMPLICON,356,4439636,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2686478,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437913,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_2D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924521,AMPLICON,355,3271336,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2025873,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437914,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_3A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924522,AMPLICON,355,7346696,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4346910,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437915,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_3B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924523,AMPLICON,357,4268562,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2667447,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437916,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_3C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924524,AMPLICON,354,7168875,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4304099,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437917,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_3D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924525,AMPLICON,355,3315735,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2010697,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437918,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_4A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924526,AMPLICON,354,2724400,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1675338,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437920,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_4B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924527,AMPLICON,354,2069641,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1283583,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437921,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_4C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924528,AMPLICON,353,2743200,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1631437,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437922,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_4D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924529,AMPLICON,355,4723365,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2846915,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437923,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_11C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924530,AMPLICON,355,6459257,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3789406,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437924,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_5A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924531,AMPLICON,355,5233214,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3252504,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437925,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_5B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924533,AMPLICON,356,4666461,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2999524,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437926,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_5C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924534,AMPLICON,356,5580762,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3317165,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437927,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_5D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924535,AMPLICON,357,2717573,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1760126,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437928,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_6A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924536,AMPLICON,354,3746218,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2239905,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437929,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_6B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924537,AMPLICON,354,3638985,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2210195,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437930,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_6C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924538,AMPLICON,356,5810157,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3555725,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437931,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_6D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924539,AMPLICON,356,5414779,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3264295,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437932,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_7A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924540,AMPLICON,355,1996273,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1223305,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437933,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_7B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924541,AMPLICON,352,6108047,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3620035,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437934,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_11D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924542,AMPLICON,355,7655457,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4589241,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437935,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_7C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924543,AMPLICON,355,4253754,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2495332,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437936,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_7D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924544,AMPLICON,357,6481796,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3976191,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437937,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_8A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924545,AMPLICON,361,3583619,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2243633,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437938,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_8B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924546,AMPLICON,356,4091968,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2532727,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437939,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_8C,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924547,AMPLICON,357,4406103,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2630910,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437940,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_8D,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924548,AMPLICON,354,5711994,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3501671,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437941,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_12A,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
SRR2924549,AMPLICON,360,5030412,PRJNA302437,SAMN04274820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2962393,UNIVERSITY OF NEBRASKA-LINCOLN,2009,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1437942,USA,North America,USA:NC,Homo sapiens,454 GS FLX,35.496456056584165 N 78.49455787109378 W,R03_12B,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-11-23T00:00:00Z,BioSample_Yehuda-2,SRP066323,Lab,normal human,fecal,,76,
